Level_Emosi,Tipe_Emosi,Sumber_Emosi,Pertanyaan_Analisis
Sangat Buruk,Kecewa,Sekolah,Apa yang membuat kamu merasa kecewa di Sekolah? | Apa yang bisa menyebabkan perasaan kecewa kamu di Sekolah? | Bagaimana situasi di Sekolah mempengaruhi perasaan kamu yang kecewa? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Sekolah? | Bagaimana kamu bisa mengatasi rasa kecewa setelah situasi yang tidak sesuai harapan di Sekolah?
Sangat Buruk,Senyum,Restoran,Apa yang membuat kamu merasa senyum di Restoran? | Apa yang bisa menyebabkan perasaan senyum kamu di Restoran? | Bagaimana situasi di Restoran mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Restoran? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Restoran?
Sangat Buruk,Senyum,Transportasi Umum,"Apa yang membuat kamu merasa senyum di Transportasi Umum? | Apa yang bisa menyebabkan perasaan senyum kamu di Transportasi Umum? | Bagaimana situasi di Transportasi Umum mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Transportasi Umum? | Apa yang membuat kamu tersenyum di Transportasi Umum, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Tempat Ibadah,"Apa yang membuat kamu merasa senyum di Tempat Ibadah? | Apa yang bisa menyebabkan perasaan senyum kamu di Tempat Ibadah? | Bagaimana situasi di Tempat Ibadah mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Tempat Ibadah? | Apa yang membuat kamu tersenyum di Tempat Ibadah, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Pasar,Apa yang membuat kamu merasa senyum di Pasar? | Apa yang bisa menyebabkan perasaan senyum kamu di Pasar? | Bagaimana situasi di Pasar mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Pasar? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Pasar?
Sangat Buruk,Senyum,Event,Apa yang membuat kamu merasa senyum di Event? | Apa yang bisa menyebabkan perasaan senyum kamu di Event? | Bagaimana situasi di Event mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Event? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Event?
Sangat Buruk,Senyum,Lokasi Olahraga,"Apa yang membuat kamu merasa senyum di Lokasi Olahraga? | Apa yang bisa menyebabkan perasaan senyum kamu di Lokasi Olahraga? | Bagaimana situasi di Lokasi Olahraga mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Lokasi Olahraga? | Apa yang membuat kamu tersenyum di Lokasi Olahraga, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Studio Seni,"Apa yang membuat kamu merasa senyum di Studio Seni? | Apa yang bisa menyebabkan perasaan senyum kamu di Studio Seni? | Bagaimana situasi di Studio Seni mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Studio Seni? | Apa yang membuat kamu tersenyum di Studio Seni, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Kantor Pemerintah,Apa yang membuat kamu merasa senyum di Kantor Pemerintah? | Apa yang bisa menyebabkan perasaan senyum kamu di Kantor Pemerintah? | Bagaimana situasi di Kantor Pemerintah mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Kantor Pemerintah? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Kantor Pemerintah?
Sangat Buruk,Senyum,Kegiatan Sosial,Apa yang membuat kamu merasa senyum di Kegiatan Sosial? | Apa yang bisa menyebabkan perasaan senyum kamu di Kegiatan Sosial? | Bagaimana situasi di Kegiatan Sosial mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Kegiatan Sosial? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Kegiatan Sosial?
Sangat Buruk,Senyum,Bandara,Apa yang membuat kamu merasa senyum di Bandara? | Apa yang bisa menyebabkan perasaan senyum kamu di Bandara? | Bagaimana situasi di Bandara mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Bandara? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Bandara?
Sangat Buruk,Senyum,Stadion,"Apa yang membuat kamu merasa senyum di Stadion? | Apa yang bisa menyebabkan perasaan senyum kamu di Stadion? | Bagaimana situasi di Stadion mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Stadion? | Apa yang membuat kamu tersenyum di Stadion, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Pusat Perbelanjaan,Apa yang membuat kamu merasa senyum di Pusat Perbelanjaan? | Apa yang bisa menyebabkan perasaan senyum kamu di Pusat Perbelanjaan? | Bagaimana situasi di Pusat Perbelanjaan mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Pusat Perbelanjaan? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Pusat Perbelanjaan?
Sangat Buruk,Senyum,Bioskop,Apa yang membuat kamu merasa senyum di Bioskop? | Apa yang bisa menyebabkan perasaan senyum kamu di Bioskop? | Bagaimana situasi di Bioskop mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Bioskop? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Bioskop?
Sangat Buruk,Senyum,Hotel,"Apa yang membuat kamu merasa senyum di Hotel? | Apa yang bisa menyebabkan perasaan senyum kamu di Hotel? | Bagaimana situasi di Hotel mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Hotel? | Apa yang membuat kamu tersenyum di Hotel, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Kantor Pos,Apa yang membuat kamu merasa senyum di Kantor Pos? | Apa yang bisa menyebabkan perasaan senyum kamu di Kantor Pos? | Bagaimana situasi di Kantor Pos mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Kantor Pos? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Kantor Pos?
Sangat Buruk,Senyum,Pelabuhan,"Apa yang membuat kamu merasa senyum di Pelabuhan? | Apa yang bisa menyebabkan perasaan senyum kamu di Pelabuhan? | Bagaimana situasi di Pelabuhan mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Pelabuhan? | Apa yang membuat kamu tersenyum di Pelabuhan, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Pabrik,Apa yang membuat kamu merasa senyum di Pabrik? | Apa yang bisa menyebabkan perasaan senyum kamu di Pabrik? | Bagaimana situasi di Pabrik mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Pabrik? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Pabrik?
Sangat Buruk,Senyum,Gedung Serbaguna,"Apa yang membuat kamu merasa senyum di Gedung Serbaguna? | Apa yang bisa menyebabkan perasaan senyum kamu di Gedung Serbaguna? | Bagaimana situasi di Gedung Serbaguna mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Gedung Serbaguna? | Apa yang membuat kamu tersenyum di Gedung Serbaguna, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Stasiun Kereta,"Apa yang membuat kamu merasa senyum di Stasiun Kereta? | Apa yang bisa menyebabkan perasaan senyum kamu di Stasiun Kereta? | Bagaimana situasi di Stasiun Kereta mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Stasiun Kereta? | Apa yang membuat kamu tersenyum di Stasiun Kereta, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Gedung Pertunjukan,"Apa yang membuat kamu merasa senyum di Gedung Pertunjukan? | Apa yang bisa menyebabkan perasaan senyum kamu di Gedung Pertunjukan? | Bagaimana situasi di Gedung Pertunjukan mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Gedung Pertunjukan? | Apa yang membuat kamu tersenyum di Gedung Pertunjukan, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Balai Kota,Apa yang membuat kamu merasa senyum di Balai Kota? | Apa yang bisa menyebabkan perasaan senyum kamu di Balai Kota? | Bagaimana situasi di Balai Kota mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Balai Kota? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Balai Kota?
Sangat Buruk,Senyum,Terminal Bus,Apa yang membuat kamu merasa senyum di Terminal Bus? | Apa yang bisa menyebabkan perasaan senyum kamu di Terminal Bus? | Bagaimana situasi di Terminal Bus mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Terminal Bus? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Terminal Bus?
Sangat Buruk,Senyum,Rumah Sakit,"Apa yang membuat kamu merasa senyum di Rumah Sakit? | Apa yang bisa menyebabkan perasaan senyum kamu di Rumah Sakit? | Bagaimana situasi di Rumah Sakit mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Rumah Sakit? | Apa yang membuat kamu tersenyum di Rumah Sakit, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Apotek,"Apa yang membuat kamu merasa senyum di Apotek? | Apa yang bisa menyebabkan perasaan senyum kamu di Apotek? | Bagaimana situasi di Apotek mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Apotek? | Apa yang membuat kamu tersenyum di Apotek, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Gudang,Apa yang membuat kamu merasa senyum di Gudang? | Apa yang bisa menyebabkan perasaan senyum kamu di Gudang? | Bagaimana situasi di Gudang mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Gudang? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Gudang?
Sangat Buruk,Senyum,Arena Konser,"Apa yang membuat kamu merasa senyum di Arena Konser? | Apa yang bisa menyebabkan perasaan senyum kamu di Arena Konser? | Bagaimana situasi di Arena Konser mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Arena Konser? | Apa yang membuat kamu tersenyum di Arena Konser, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Kuil,Apa yang membuat kamu merasa senyum di Kuil? | Apa yang bisa menyebabkan perasaan senyum kamu di Kuil? | Bagaimana situasi di Kuil mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Kuil? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Kuil?
Sangat Buruk,Senyum,Hutan,Apa yang membuat kamu merasa senyum di Hutan? | Apa yang bisa menyebabkan perasaan senyum kamu di Hutan? | Bagaimana situasi di Hutan mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Hutan? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Hutan?
Sangat Buruk,Senyum,Desa,"Apa yang membuat kamu merasa senyum di Desa? | Apa yang bisa menyebabkan perasaan senyum kamu di Desa? | Bagaimana situasi di Desa mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Desa? | Apa yang membuat kamu tersenyum di Desa, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Perkebunan,Apa yang membuat kamu merasa senyum di Perkebunan? | Apa yang bisa menyebabkan perasaan senyum kamu di Perkebunan? | Bagaimana situasi di Perkebunan mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Perkebunan? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Perkebunan?
Sangat Buruk,Senyum,Pulau,"Apa yang membuat kamu merasa senyum di Pulau? | Apa yang bisa menyebabkan perasaan senyum kamu di Pulau? | Bagaimana situasi di Pulau mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Pulau? | Apa yang membuat kamu tersenyum di Pulau, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Bukit,Apa yang membuat kamu merasa senyum di Bukit? | Apa yang bisa menyebabkan perasaan senyum kamu di Bukit? | Bagaimana situasi di Bukit mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Bukit? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Bukit?
Sangat Buruk,Senyum,Danau,"Apa yang membuat kamu merasa senyum di Danau? | Apa yang bisa menyebabkan perasaan senyum kamu di Danau? | Bagaimana situasi di Danau mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Danau? | Apa yang membuat kamu tersenyum di Danau, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Sungai,"Apa yang membuat kamu merasa senyum di Sungai? | Apa yang bisa menyebabkan perasaan senyum kamu di Sungai? | Bagaimana situasi di Sungai mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Sungai? | Apa yang membuat kamu tersenyum di Sungai, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Taman Nasional,"Apa yang membuat kamu merasa senyum di Taman Nasional? | Apa yang bisa menyebabkan perasaan senyum kamu di Taman Nasional? | Bagaimana situasi di Taman Nasional mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Taman Nasional? | Apa yang membuat kamu tersenyum di Taman Nasional, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Zona Industri,"Apa yang membuat kamu merasa senyum di Zona Industri? | Apa yang bisa menyebabkan perasaan senyum kamu di Zona Industri? | Bagaimana situasi di Zona Industri mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Zona Industri? | Apa yang membuat kamu tersenyum di Zona Industri, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Pusat Kebugaran,Apa yang membuat kamu merasa senyum di Pusat Kebugaran? | Apa yang bisa menyebabkan perasaan senyum kamu di Pusat Kebugaran? | Bagaimana situasi di Pusat Kebugaran mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Pusat Kebugaran? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Pusat Kebugaran?
Sangat Buruk,Senyum,Kedai Buku,Apa yang membuat kamu merasa senyum di Kedai Buku? | Apa yang bisa menyebabkan perasaan senyum kamu di Kedai Buku? | Bagaimana situasi di Kedai Buku mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Kedai Buku? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Kedai Buku?
Sangat Buruk,Senyum,Galeri Seni,"Apa yang membuat kamu merasa senyum di Galeri Seni? | Apa yang bisa menyebabkan perasaan senyum kamu di Galeri Seni? | Bagaimana situasi di Galeri Seni mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Galeri Seni? | Apa yang membuat kamu tersenyum di Galeri Seni, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Pusat Teknologi,Apa yang membuat kamu merasa senyum di Pusat Teknologi? | Apa yang bisa menyebabkan perasaan senyum kamu di Pusat Teknologi? | Bagaimana situasi di Pusat Teknologi mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Pusat Teknologi? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Pusat Teknologi?
Sangat Buruk,Senyum,Laboratorium,"Apa yang membuat kamu merasa senyum di Laboratorium? | Apa yang bisa menyebabkan perasaan senyum kamu di Laboratorium? | Bagaimana situasi di Laboratorium mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Laboratorium? | Apa yang membuat kamu tersenyum di Laboratorium, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Pusat Komunitas,"Apa yang membuat kamu merasa senyum di Pusat Komunitas? | Apa yang bisa menyebabkan perasaan senyum kamu di Pusat Komunitas? | Bagaimana situasi di Pusat Komunitas mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Pusat Komunitas? | Apa yang membuat kamu tersenyum di Pusat Komunitas, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Tempat Parkir,"Apa yang membuat kamu merasa senyum di Tempat Parkir? | Apa yang bisa menyebabkan perasaan senyum kamu di Tempat Parkir? | Bagaimana situasi di Tempat Parkir mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Tempat Parkir? | Apa yang membuat kamu tersenyum di Tempat Parkir, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Lapangan Terbuka,Apa yang membuat kamu merasa senyum di Lapangan Terbuka? | Apa yang bisa menyebabkan perasaan senyum kamu di Lapangan Terbuka? | Bagaimana situasi di Lapangan Terbuka mempengaruhi perasaan kamu yang senyum? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Lapangan Terbuka? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Lapangan Terbuka?
Sangat Buruk,Senyum,Arena Skate,"Apa yang membuat kamu merasa senyum di Arena Skate? | Apa yang bisa menyebabkan perasaan senyum kamu di Arena Skate? | Bagaimana situasi di Arena Skate mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Arena Skate? | Apa yang membuat kamu tersenyum di Arena Skate, dan bagaimana kamu bisa menjaga senyuman itu?"
Sangat Buruk,Senyum,Pusat Konferensi,Apa yang membuat kamu merasa senyum di Pusat Konferensi? | Apa yang bisa menyebabkan perasaan senyum kamu di Pusat Konferensi? | Bagaimana situasi di Pusat Konferensi mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Pusat Konferensi? | Bagaimana kamu bisa membuat orang lain tersenyum saat berada di Pusat Konferensi?
Sangat Buruk,Senyum,Kios,"Apa yang membuat kamu merasa senyum di Kios? | Apa yang bisa menyebabkan perasaan senyum kamu di Kios? | Bagaimana situasi di Kios mempengaruhi perasaan kamu yang senyum? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Kios? | Apa yang membuat kamu tersenyum di Kios, dan bagaimana kamu bisa menjaga senyuman itu?"
